325a,གསུམ་བརྒྱ་ ཉེར་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830653.jpg/full/max/0/default.jpg,,,,,,
325b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830654.jpg/full/max/0/default.jpg,,,,,,
325a,གསུམ་བརྒྱ་ ཉེར་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830655.jpg/full/max/0/default.jpg,,,,,,
325b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830656.jpg/full/max/0/default.jpg,,,,,,
326a,གསུམ་བརྒྱ་ ཉེར་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830657.jpg/full/max/0/default.jpg,,,,,,
326b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830658.jpg/full/max/0/default.jpg,,,,,,
327a,གསུམ་བརྒྱ་ ཉེར་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830659.jpg/full/max/0/default.jpg,,,,,,
327b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830660.jpg/full/max/0/default.jpg,,,,,,
328a,གསུམ་བརྒྱ་ ཉེར་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830661.jpg/full/max/0/default.jpg,,,,,,
328b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830662.jpg/full/max/0/default.jpg,,,,,,
328a,གསུམ་བརྒྱ་ ཉེར་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830663.jpg/full/max/0/default.jpg,,,,,,རེའུ་མིག་11འདི་6པའི་འོག་ལ་འཇོག་དགོས། 
328b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830664.jpg/full/max/0/default.jpg,,,,,,
329a,གསུམ་བརྒྱ་ ཉེར་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830665.jpg/full/max/0/default.jpg,,,,,,
329b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830666.jpg/full/max/0/default.jpg,,,,,,
330a,གསུམ་བརྒྱ་ སུམ་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830667.jpg/full/max/0/default.jpg,,,,,,
330b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830668.jpg/full/max/0/default.jpg,,,,,,
331a,གསུམ་བརྒྱ་ སོ་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830669.jpg/full/max/0/default.jpg,,,,,,
331b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830670.jpg/full/max/0/default.jpg,,,,,,
332a,གསུམ་བརྒྱ་ སོ་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830671.jpg/full/max/0/default.jpg,,,,,,
332b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830672.jpg/full/max/0/default.jpg,,,,,,
333a,གསུམ་བརྒྱ་ སོ་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830673.jpg/full/max/0/default.jpg,,,,,,
333b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830674.jpg/full/max/0/default.jpg,,,,,,
334a,གསུམ་བརྒྱ་ སོ་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830675.jpg/full/max/0/default.jpg,,,,,,
334b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830676.jpg/full/max/0/default.jpg,,,,,,
335a,གསུམ་བརྒྱ་ སོ་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830677.jpg/full/max/0/default.jpg,,,,,,
335b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830678.jpg/full/max/0/default.jpg,,,,,,
336a,གསུམ་བརྒྱ་ སོ་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830679.jpg/full/max/0/default.jpg,,,,,,
336b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830680.jpg/full/max/0/default.jpg,,,,,,
337a,གསུམ་བརྒྱ་ སོ་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830681.jpg/full/max/0/default.jpg,,,,,,
337b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830682.jpg/full/max/0/default.jpg,,,,,,
338a,གསུམ་བརྒྱ་ སོ་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830683.jpg/full/max/0/default.jpg,,,,,,
338b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830684.jpg/full/max/0/default.jpg,,,,,,
339a,གསུམ་བརྒྱ་ སོ་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830685.jpg/full/max/0/default.jpg,,,,,,
339b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830686.jpg/full/max/0/default.jpg,,,,,,
340a,གསུམ་བརྒྱ་ བཞི་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830687.jpg/full/max/0/default.jpg,,,,,,
340b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830688.jpg/full/max/0/default.jpg,,,,,,
341a,གསུམ་བརྒྱ་ ཞེ་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830689.jpg/full/max/0/default.jpg,,,,,,
341b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830690.jpg/full/max/0/default.jpg,,,,,,
342a,གསུམ་བརྒྱ་ ཞེ་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830691.jpg/full/max/0/default.jpg,,,,,,
342b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830692.jpg/full/max/0/default.jpg,,,,,,
343a,གསུམ་བརྒྱ་ ཞེ་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830693.jpg/full/max/0/default.jpg,,,,,,
343b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830694.jpg/full/max/0/default.jpg,,,,,,
344a,གསུམ་བརྒྱ་ ཞེ་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830695.jpg/full/max/0/default.jpg,,,,,,
344b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830696.jpg/full/max/0/default.jpg,,,,,,
345a,གསུམ་བརྒྱ་ ཞེ་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830697.jpg/full/max/0/default.jpg,,,,,,
345b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830698.jpg/full/max/0/default.jpg,,,,,,
346a,གསུམ་བརྒྱ་ ཞེ་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830699.jpg/full/max/0/default.jpg,,,,,,
346b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830700.jpg/full/max/0/default.jpg,,,,,,
347a,གསུམ་བརྒྱ་ ཞེ་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830701.jpg/full/max/0/default.jpg,,,,,,
347b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830702.jpg/full/max/0/default.jpg,,,,,,
348a,གསུམ་བརྒྱ་ ཞེ་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830703.jpg/full/max/0/default.jpg,,,,,,
348b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830704.jpg/full/max/0/default.jpg,,,,,,
349a,གསུམ་བརྒྱ་ ཞེ་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830705.jpg/full/max/0/default.jpg,,,,,,
349b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830706.jpg/full/max/0/default.jpg,,,,,,
350a,གསུམ་བརྒྱ་ ལྔ་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830707.jpg/full/max/0/default.jpg,,,,,,
350b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830708.jpg/full/max/0/default.jpg,,,,,,
351a,གསུམ་བརྒྱ་ ང་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830709.jpg/full/max/0/default.jpg,,,,,,
351b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830710.jpg/full/max/0/default.jpg,,,,,,
352a,གསུམ་བརྒྱ་ ང་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830711.jpg/full/max/0/default.jpg,,,,,,
352b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830712.jpg/full/max/0/default.jpg,,,,,,
353a,གསུམ་བརྒྱ་ ང་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830713.jpg/full/max/0/default.jpg,,,,,,
353b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830714.jpg/full/max/0/default.jpg,,,,,,
354a,གསུམ་བརྒྱ་ ང་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830715.jpg/full/max/0/default.jpg,,,,,,
354b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830716.jpg/full/max/0/default.jpg,,,,,,
355a,གསུམ་བརྒྱ་ ང་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830717.jpg/full/max/0/default.jpg,,,,,,
355b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830718.jpg/full/max/0/default.jpg,,,,,,
356a,གསུམ་བརྒྱ་ ང་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830719.jpg/full/max/0/default.jpg,,,,,,
356b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830720.jpg/full/max/0/default.jpg,,,,,,
357a,གསུམ་བརྒྱ་ ང་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830721.jpg/full/max/0/default.jpg,,,,,,
357b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830722.jpg/full/max/0/default.jpg,,,,,,
358a,གསུམ་བརྒྱ་ ང་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830723.jpg/full/max/0/default.jpg,,,,,,
358b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830724.jpg/full/max/0/default.jpg,,,,,,
359a,གསུམ་བརྒྱ་ ང་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830725.jpg/full/max/0/default.jpg,,,,,,
359b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830726.jpg/full/max/0/default.jpg,,,,,,
360a,གསུམ་བརྒྱ་ དྲུག་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830727.jpg/full/max/0/default.jpg,,,,,,
360b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830728.jpg/full/max/0/default.jpg,,,,,,
361a,གསུམ་བརྒྱ་ རེ་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830729.jpg/full/max/0/default.jpg,,,,,,
361b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830730.jpg/full/max/0/default.jpg,,,,,,
362a,གསུམ་བརྒྱ་ རེ་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830731.jpg/full/max/0/default.jpg,,,,,,
362b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830732.jpg/full/max/0/default.jpg,,,,,,
363a,གསུམ་བརྒྱ་ རེ་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830733.jpg/full/max/0/default.jpg,,,,,,
363b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830734.jpg/full/max/0/default.jpg,,,,,,
364a,གསུམ་བརྒྱ་ རེ་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830735.jpg/full/max/0/default.jpg,,,,,,
364b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830736.jpg/full/max/0/default.jpg,,,,,,
365a,གསུམ་བརྒྱ་ རེ་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830737.jpg/full/max/0/default.jpg,,,,,,
365b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830738.jpg/full/max/0/default.jpg,,,,,,
366a,གསུམ་བརྒྱ་ རེ་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830739.jpg/full/max/0/default.jpg,,,,,,
366b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830740.jpg/full/max/0/default.jpg,,,,,,
367a,གསུམ་བརྒྱ་ རེ་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830741.jpg/full/max/0/default.jpg,,,,,,
367b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830742.jpg/full/max/0/default.jpg,,,,,,
368a,གསུམ་བརྒྱ་ རེ་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830743.jpg/full/max/0/default.jpg,,,,,,
368b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830744.jpg/full/max/0/default.jpg,,,,,,
369a,གསུམ་བརྒྱ་ རེ་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830745.jpg/full/max/0/default.jpg,,,,,,
369b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830746.jpg/full/max/0/default.jpg,,,,,,
370a,གསུམ་བརྒྱ་ བདུན་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830747.jpg/full/max/0/default.jpg,,,,,,
370b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830748.jpg/full/max/0/default.jpg,,,,,,
371a,གསུམ་བརྒྱ་ དོན་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830749.jpg/full/max/0/default.jpg,,,,,,
371b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830750.jpg/full/max/0/default.jpg,,,,,,
372a,གསུམ་བརྒྱ་ དོན་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830751.jpg/full/max/0/default.jpg,,,,,,
372b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830752.jpg/full/max/0/default.jpg,,,,,,
373a,གསུམ་བརྒྱ་ དོན་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830753.jpg/full/max/0/default.jpg,,,,,,
373b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830754.jpg/full/max/0/default.jpg,,,,,,
374a,གསུམ་བརྒྱ་ དོན་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830755.jpg/full/max/0/default.jpg,,,,,,
374b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830756.jpg/full/max/0/default.jpg,,,,,,
375a,གསུམ་བརྒྱ་ དོན་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830757.jpg/full/max/0/default.jpg,,,,,,
375b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830758.jpg/full/max/0/default.jpg,,,,,,
376a,གསུམ་བརྒྱ་ དོན་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830759.jpg/full/max/0/default.jpg,,,,,,
376b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830760.jpg/full/max/0/default.jpg,,,,,,
377a,གསུམ་བརྒྱ་ དོན་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830761.jpg/full/max/0/default.jpg,,,,,,
377b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830762.jpg/full/max/0/default.jpg,,,,,,
378a,གསུམ་བརྒྱ་ དོན་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830763.jpg/full/max/0/default.jpg,,,,,,
378b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830764.jpg/full/max/0/default.jpg,,,,,,
379a,གསུམ་བརྒྱ་ དོན་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830765.jpg/full/max/0/default.jpg,,,,,,
379b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830766.jpg/full/max/0/default.jpg,,,,,,
380a,གསུམ་བརྒྱ་ བརྒྱད་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830767.jpg/full/max/0/default.jpg,,,,,,
380b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830768.jpg/full/max/0/default.jpg,,,,,,
381a,གསུམ་བརྒྱ་ གྱ་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830769.jpg/full/max/0/default.jpg,,,,,,
381b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830770.jpg/full/max/0/default.jpg,,,,,,
382a,གསུམ་བརྒྱ་ གྱ་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830771.jpg/full/max/0/default.jpg,,,,,,
382b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830772.jpg/full/max/0/default.jpg,,,,,,
383a,གསུམ་བརྒྱ་ གྱ་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830773.jpg/full/max/0/default.jpg,,,,,,
383b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830774.jpg/full/max/0/default.jpg,,,,,,
384a,གསུམ་བརྒྱ་ གྱ་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830775.jpg/full/max/0/default.jpg,,,,,,
384b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830776.jpg/full/max/0/default.jpg,,,,,,
385a,གསུམ་བརྒྱ་ གྱ་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830777.jpg/full/max/0/default.jpg,,,,,,
385b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830778.jpg/full/max/0/default.jpg,,,,,,
386a,གསུམ་བརྒྱ་ གྱ་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830779.jpg/full/max/0/default.jpg,,,,,,
386b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830780.jpg/full/max/0/default.jpg,,,,,,
387a,གསུམ་བརྒྱ་ གྱ་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830781.jpg/full/max/0/default.jpg,,,,,,
387b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830782.jpg/full/max/0/default.jpg,,,,,,
388a,གསུམ་བརྒྱ་ གྱ་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830783.jpg/full/max/0/default.jpg,,,,,,
388b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830784.jpg/full/max/0/default.jpg,,,,,,
389a,གསུམ་བརྒྱ་ གྱ་དགུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830785.jpg/full/max/0/default.jpg,,,,,,
389b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830786.jpg/full/max/0/default.jpg,,,,,,
390a,གསུམ་བརྒྱ་ དགུ་བཅུ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830787.jpg/full/max/0/default.jpg,,,,,,
390b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830788.jpg/full/max/0/default.jpg,,,,,,
391a,གསུམ་བརྒྱ་ གོ་གཅིག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830789.jpg/full/max/0/default.jpg,,,,,,
391b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830790.jpg/full/max/0/default.jpg,,,,,,
392a,གསུམ་བརྒྱ་ གོ་གཉིས་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830791.jpg/full/max/0/default.jpg,,,,,,
392b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830792.jpg/full/max/0/default.jpg,,,,,,
393a,གསུམ་བརྒྱ་ གོ་གསུམ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830793.jpg/full/max/0/default.jpg,,,,,,
393b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830794.jpg/full/max/0/default.jpg,,,,,,
394a,གསུམ་བརྒྱ་ གོ་བཞི་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830795.jpg/full/max/0/default.jpg,,,,,,
394b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830796.jpg/full/max/0/default.jpg,,,,,,
395a,གསུམ་བརྒྱ་ གོ་ལྔ་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830797.jpg/full/max/0/default.jpg,,,,,,
395b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830798.jpg/full/max/0/default.jpg,,,,,,
396a,གསུམ་བརྒྱ་ གོ་དྲུག་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830799.jpg/full/max/0/default.jpg,,,,,,
396b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830800.jpg/full/max/0/default.jpg,,,,,,
397a,གསུམ་བརྒྱ་ གོ་བདུན་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830801.jpg/full/max/0/default.jpg,,,,,,
397b,,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830802.jpg/full/max/0/default.jpg,,,,,,
398a,གསུམ་བརྒྱ་ གོ་བརྒྱད་,https://iiif.bdrc.io/bdr:V1KG13126_I1KG13283::I1KG132830803.jpg/full/max/0/default.jpg,,,,,,